,movie,comment,rank
788,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
789,비바리움,내가 50년간 봤던 영화중 최악이,9
790,서복,핵노잼  별한개도 아까운 영,10
791,미드소마,문화 차이. 미리 말을 하던,10
792,언포기버블,영화의  단조로운 스토리를  긴장감있,6
793,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
794,롱 리브 더 킹: 목포 영웅,,10
795,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
796,아수라,찢었다...모든게 찢었다.,10
797,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
798,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
799,비바리움,내가 50년간 봤던 영화중 최악이,9
800,서복,핵노잼  별한개도 아까운 영,10
801,미드소마,문화 차이. 미리 말을 하던,10
802,언포기버블,영화의  단조로운 스토리를  긴장감있,6
803,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
804,롱 리브 더 킹: 목포 영웅,,10
805,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
806,아수라,찢었다...모든게 찢었다.,10
807,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
808,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
809,비바리움,내가 50년간 봤던 영화중 최악이,9
810,서복,핵노잼  별한개도 아까운 영,10
811,미드소마,문화 차이. 미리 말을 하던,10
812,언포기버블,영화의  단조로운 스토리를  긴장감있,6
813,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
814,롱 리브 더 킹: 목포 영웅,,10
815,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
816,아수라,찢었다...모든게 찢었다.,10
817,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
818,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
819,비바리움,내가 50년간 봤던 영화중 최악이,9
820,서복,핵노잼  별한개도 아까운 영,10
821,미드소마,문화 차이. 미리 말을 하던,10
822,언포기버블,영화의  단조로운 스토리를  긴장감있,6
823,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
824,롱 리브 더 킹: 목포 영웅,,10
825,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
826,아수라,찢었다...모든게 찢었다.,10
827,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
828,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
829,비바리움,내가 50년간 봤던 영화중 최악이,9
830,서복,핵노잼  별한개도 아까운 영,10
831,미드소마,문화 차이. 미리 말을 하던,10
832,언포기버블,영화의  단조로운 스토리를  긴장감있,6
833,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
834,롱 리브 더 킹: 목포 영웅,,10
835,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
836,아수라,찢었다...모든게 찢었다.,10
837,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
838,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
839,비바리움,내가 50년간 봤던 영화중 최악이,9
840,인질,재미있게 봤습니다.,10
841,서복,핵노잼  별한개도 아까운 영,10
842,미드소마,문화 차이. 미리 말을 하던,6
843,언포기버블,영화의  단조로운 스토리를  긴장감있,10
844,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
845,롱 리브 더 킹: 목포 영웅,,10
846,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
847,아수라,찢었다...모든게 찢었다.,8
848,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
849,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
850,인질,재미있게 봤습니다.,10
851,서복,핵노잼  별한개도 아까운 영,10
852,미드소마,문화 차이. 미리 말을 하던,6
853,언포기버블,영화의  단조로운 스토리를  긴장감있,10
854,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
855,롱 리브 더 킹: 목포 영웅,,10
856,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
857,아수라,찢었다...모든게 찢었다.,8
858,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
859,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
860,인질,재미있게 봤습니다.,10
861,서복,핵노잼  별한개도 아까운 영,10
862,미드소마,문화 차이. 미리 말을 하던,6
863,언포기버블,영화의  단조로운 스토리를  긴장감있,10
864,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
865,롱 리브 더 킹: 목포 영웅,,10
866,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
867,아수라,찢었다...모든게 찢었다.,8
868,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
869,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
870,인질,재미있게 봤습니다.,10
871,서복,핵노잼  별한개도 아까운 영,10
872,미드소마,문화 차이. 미리 말을 하던,6
873,언포기버블,영화의  단조로운 스토리를  긴장감있,10
874,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
875,롱 리브 더 킹: 목포 영웅,,10
876,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
877,아수라,찢었다...모든게 찢었다.,8
878,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
879,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
880,인질,재미있게 봤습니다.,10
881,서복,핵노잼  별한개도 아까운 영,10
882,미드소마,문화 차이. 미리 말을 하던,6
883,언포기버블,영화의  단조로운 스토리를  긴장감있,10
884,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
885,롱 리브 더 킹: 목포 영웅,,10
886,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
887,아수라,찢었다...모든게 찢었다.,8
888,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
889,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
890,인질,재미있게 봤습니다.,10
891,서복,핵노잼  별한개도 아까운 영,10
892,미드소마,문화 차이. 미리 말을 하던,6
893,언포기버블,영화의  단조로운 스토리를  긴장감있,10
894,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
895,롱 리브 더 킹: 목포 영웅,,10
896,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
897,아수라,찢었다...모든게 찢었다.,8
898,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
899,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
900,인질,재미있게 봤습니다.,10
901,서복,핵노잼  별한개도 아까운 영,10
902,미드소마,문화 차이. 미리 말을 하던,6
903,언포기버블,영화의  단조로운 스토리를  긴장감있,10
904,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
905,롱 리브 더 킹: 목포 영웅,,10
906,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
907,아수라,찢었다...모든게 찢었다.,8
908,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
909,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
910,매트릭스,최고의 영화 중 하나!! 꼭 극장에서 관람 하시길,10
911,인질,재미있게 봤습니다.,10
912,서복,핵노잼  별한개도 아까운 영,6
913,미드소마,문화 차이. 미리 말을 하던,10
914,언포기버블,영화의  단조로운 스토리를  긴장감있,10
915,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
916,롱 리브 더 킹: 목포 영웅,,10
917,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,8
918,아수라,찢었다...모든게 찢었다.,9
919,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
920,매트릭스,최고의 영화 중 하나!! 꼭 극장에서 관람 하시길,10
921,인질,재미있게 봤습니다.,10
922,서복,핵노잼  별한개도 아까운 영,6
923,미드소마,문화 차이. 미리 말을 하던,10
924,언포기버블,영화의  단조로운 스토리를  긴장감있,10
925,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
926,롱 리브 더 킹: 목포 영웅,,10
927,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,8
928,아수라,찢었다...모든게 찢었다.,9
929,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
930,매트릭스,최고의 영화 중 하나!! 꼭 극장에서 관람 하시길,10
931,인질,재미있게 봤습니다.,10
932,서복,핵노잼  별한개도 아까운 영,6
933,미드소마,문화 차이. 미리 말을 하던,10
934,언포기버블,영화의  단조로운 스토리를  긴장감있,10
935,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
936,롱 리브 더 킹: 목포 영웅,,10
937,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,8
938,아수라,찢었다...모든게 찢었다.,9
939,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
940,매트릭스,최고의 영화 중 하나!! 꼭 극장에서 관람 하시길,10
941,인질,재미있게 봤습니다.,10
942,서복,핵노잼  별한개도 아까운 영,6
943,미드소마,문화 차이. 미리 말을 하던,10
944,언포기버블,영화의  단조로운 스토리를  긴장감있,10
945,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
946,롱 리브 더 킹: 목포 영웅,,10
947,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,8
948,아수라,찢었다...모든게 찢었다.,9
949,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
950,매트릭스,최고의 영화 중 하나!! 꼭 극장에서 관람 하시길,10
951,인질,재미있게 봤습니다.,10
952,서복,핵노잼  별한개도 아까운 영,6
953,미드소마,문화 차이. 미리 말을 하던,10
954,언포기버블,영화의  단조로운 스토리를  긴장감있,10
955,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
956,롱 리브 더 킹: 목포 영웅,,10
957,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,8
958,아수라,찢었다...모든게 찢었다.,9
959,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
960,매트릭스,최고의 영화 중 하나!! 꼭 극장에서 관람 하시길,10
961,인질,재미있게 봤습니다.,10
962,서복,핵노잼  별한개도 아까운 영,6
963,미드소마,문화 차이. 미리 말을 하던,10
964,언포기버블,영화의  단조로운 스토리를  긴장감있,10
965,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
966,롱 리브 더 킹: 목포 영웅,,10
967,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,8
968,아수라,찢었다...모든게 찢었다.,9
969,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
970,매트릭스,최고의 영화 중 하나!! 꼭 극장에서 관람 하시길,10
971,인질,재미있게 봤습니다.,10
972,서복,핵노잼  별한개도 아까운 영,6
973,미드소마,문화 차이. 미리 말을 하던,10
974,언포기버블,영화의  단조로운 스토리를  긴장감있,10
975,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
976,롱 리브 더 킹: 목포 영웅,,10
977,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,8
978,아수라,찢었다...모든게 찢었다.,9
979,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
980,매트릭스,최고의 영화 중 하나!! 꼭 극장에서 관람 하시길,10
981,인질,재미있게 봤습니다.,10
982,서복,핵노잼  별한개도 아까운 영,6
983,미드소마,문화 차이. 미리 말을 하던,10
984,언포기버블,영화의  단조로운 스토리를  긴장감있,10
985,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
986,롱 리브 더 킹: 목포 영웅,,10
987,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,8
988,아수라,찢었다...모든게 찢었다.,9
989,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
